message,label
Income tax refund of Rs 1500 approved. Click to claim before deadline https://tinyurl.com/claim-now,scam
Your OTP for login is 838203. Do not share this with anyone.,safe
Alert: Your BOB debit card will expire today. Update details on this link https://verify-account.xyz,scam
Free recharge of Rs 10000 waiting for you. Click to claim before offer expires https://cashback-claim.tk,scam
Your flight PNR EHFA12 is confirmed for tomorrow 6am departure,safe
"Priya, your ICICI account balance is Rs 10000 as of today",safe
Free 1 year subscription waiting for you. Click here to activate https://verify-account.xyz,scam
Last warning: Your Aadhaar linked HDFC account will be deactivated today. Verify now https://verify-account.xyz,scam
Rs 2500 credited to your account from salary. Available balance Rs 2500,safe
Get Rs 25000 cashback instantly. Just click and enter your UPI PIN to receive https://kyc-update-now.info,scam
You have received Rs 500 refund from Axis Bank. Click link to collect https://cashback-claim.tk,scam
"Suresh, your PNB account balance is Rs 50000 as of today",safe
Your OTP for login is 104797. Do not share this with anyone.,safe
Congratulations! You have won Rs 2500 in SBI lucky draw. Click here to claim https://prize-winner-claim.info,scam
Rs 100000 credited to your account from salary. Available balance Rs 15000,safe
"Arpit, your BOB account balance is Rs 999 as of today",safe
Income tax refund of Rs 100000 approved. Click to claim before deadline https://refund-claim.tk,scam
Your electricity bill of Rs 2500 is pending. Pay now to avoid disconnection https://verify-account.xyz,scam
Rs 25000 sent to Vikram via UPI. Transaction ID 524818674,safe
BOB alert: Unusual activity detected on your account. Confirm your identity by entering OTP on this link https://tinyurl.com/claim-now,scam
Your flight PNR G341G1 is confirmed for tomorrow 6am departure,safe
Your electricity connection will be cut tonight. Pay pending bill immediately https://bit.ly/kyc-update,scam
Income tax refund of Rs 9999 approved. Click to claim before deadline https://tinyurl.com/claim-now,scam
Congratulations you are selected for lucky winner prize of Rs 9999. Claim now https://bit.ly/kyc-update,scam
"Arpit, your Axis Bank account balance is Rs 15000 as of today",safe
Rs 100000 credited to your account from salary. Available balance Rs 25000,safe
You have received Rs 2500 refund from PNB. Click link to collect https://account-block-alert.xyz,scam
Get Rs 2000 cashback instantly. Just click and enter your UPI PIN to receive https://verify-account.xyz,scam
Your college fee payment of Rs 50000 has been received successfully,safe
Rs 2500 credited to your account from salary. Available balance Rs 50000,safe
Your PhonePe statement for last month is now available in the app,safe
Your flight PNR B5A2DB is confirmed for tomorrow 6am departure,safe
Rs 500 has been debited from your account for Swiggy order. Available balance Rs 9999,safe
Your UPI ID has been used for a transaction of Rs 10000. If not done by you click here to block https://secure-bank-verify.com,scam
You have an unclaimed parcel. Pay Rs 50000 customs fee to release it https://instant-loan-approve.com,scam
Your flight PNR C3CDAF is confirmed for tomorrow 6am departure,safe
Your recharge of Rs 15000 was successful. Validity till next month,safe
Your flight PNR E4G22C is confirmed for tomorrow 6am departure,safe
Your OTP for login is 419894. Do not share this with anyone.,safe
Income tax refund of Rs 2500 approved. Click to claim before deadline https://refund-claim.tk,scam
Your college fee payment of Rs 2000 has been received successfully,safe
Your OTP for login is 615326. Do not share this with anyone.,safe
Your flight PNR HHDH35 is confirmed for tomorrow 6am departure,safe
Your food delivery partner Arpit has picked up your order,safe
Your college fee payment of Rs 2500 has been received successfully,safe
Your electricity bill of Rs 1500 is pending. Pay now to avoid disconnection https://prize-winner-claim.info,scam
Your PNB net banking has been locked due to suspicious activity. Unlock here https://instant-loan-approve.com,scam
Rs 25000 has been debited from your account for Swiggy order. Available balance Rs 999,safe
Your UPI ID has been used for a transaction of Rs 1500. If not done by you click here to block https://instant-loan-approve.com,scam
"Arush, your SBI account balance is Rs 15000 as of today",safe
Congratulations! You have won Rs 2000 in ICICI lucky draw. Click here to claim https://kyc-update-now.info,scam
Kotak security team: verify your account within 30 minutes to avoid permanent block https://bit.ly/kyc-update,scam
Your credit card limit has been increased to Rs 2500. Click to activate now https://cashback-claim.tk,scam
Your electricity connection will be cut tonight. Pay pending bill immediately https://account-block-alert.xyz,scam
Your food delivery partner abhijeet has picked up your order,safe
Last warning: Your Aadhaar linked PNB account will be deactivated today. Verify now https://cashback-claim.tk,scam
Get Rs 2500 cashback instantly. Just click and enter your UPI PIN to receive https://refund-claim.tk,scam
"Dear user, someone tried to login to your HDFC account. Click to secure your account immediately https://instant-loan-approve.com",scam
"Work from home and earn Rs 50000 per week guaranteed, limited seats, register now https://cashback-claim.tk",scam
Job offer! Earn Rs 1500 daily working from home. Register now and pay registration fee https://kyc-update-now.info,scam
Last warning: Your Aadhaar linked BOB account will be deactivated today. Verify now https://tinyurl.com/claim-now,scam
Your credit card limit has been increased to Rs 2500. Click to activate now https://prize-winner-claim.info,scam
Free recharge of Rs 25000 waiting for you. Click to claim before offer expires https://tinyurl.com/claim-now,scam
Last warning: Your Aadhaar linked Google Pay account will be deactivated today. Verify now https://account-block-alert.xyz,scam
Rs 5000 has been debited from your account for Swiggy order. Available balance Rs 9999,safe
Meeting scheduled for 3pm today. Please join the call on time,safe
You are eligible for a government subsidy of Rs 50000. Claim before it expires https://secure-bank-verify.com,scam
Your rent payment of Rs 999 has been received by your landlord,safe
Your Netflix subscription has been renewed for Rs 15000,safe
Your rent payment of Rs 1500 has been received by your landlord,safe
Your rent payment of Rs 2000 has been received by your landlord,safe
Your flight PNR 53C12D is confirmed for tomorrow 6am departure,safe
Rs 999 credited to your account from salary. Available balance Rs 100000,safe
Your credit card limit has been increased to Rs 10000. Click to activate now https://verify-account.xyz,scam
"Neha, your PhonePe account balance is Rs 999 as of today",safe
Your OTP for login is 771839. Do not share this with anyone.,safe
Your OTP for login is 576111. Do not share this with anyone.,safe
Your internet bill of Rs 2500 has been auto-debited successfully,safe
You have received Rs 15000 refund from HDFC. Click link to collect https://bit.ly/kyc-update,scam
Congratulations you are selected for lucky winner prize of Rs 2000. Claim now https://refund-claim.tk,scam
Dear customer your PNB KYC will expire today. Update immediately or account will be blocked https://prize-winner-claim.info,scam
Rs 5000 sent to abhijeet via UPI. Transaction ID 163010075,safe
"abhijeet, your Kotak account balance is Rs 50000 as of today",safe
Your internet bill of Rs 10000 has been auto-debited successfully,safe
Hurry! Only 2 hours left to claim your Rs 9999 cashback reward https://bit.ly/kyc-update,scam
Your credit card limit has been increased to Rs 2000. Click to activate now https://secure-bank-verify.com,scam
URGENT: Your Google Pay account has been suspended. Verify your UPI PIN now to reactivate https://cashback-claim.tk,scam
Job offer! Earn Rs 500 daily working from home. Register now and pay registration fee https://bit.ly/kyc-update,scam
Rs 50000 credited to your account from salary. Available balance Rs 10000,safe
"abhijeet, your PhonePe account balance is Rs 100000 as of today",safe
Your PNB KYC is incomplete. Complete now or wallet will be frozen https://account-block-alert.xyz,scam
Alert: Your Google Pay debit card will expire today. Update details on this link https://tinyurl.com/claim-now,scam
"Work from home and earn Rs 5000 per week guaranteed, limited seats, register now https://instant-loan-approve.com",scam
Income tax refund of Rs 500 approved. Click to claim before deadline https://account-block-alert.xyz,scam
Your OTP for login is 538838. Do not share this with anyone.,safe
Your credit card limit has been increased to Rs 9999. Click to activate now https://instant-loan-approve.com,scam
Free recharge of Rs 1500 waiting for you. Click to claim before offer expires https://kyc-update-now.info,scam
You have received Rs 10000 refund from PNB. Click link to collect https://verify-account.xyz,scam
Your flight PNR CBF54D is confirmed for tomorrow 6am departure,safe
Your credit card limit has been increased to Rs 9999. Click to activate now https://refund-claim.tk,scam
Income tax refund of Rs 25000 approved. Click to claim before deadline https://cashback-claim.tk,scam
Your OTP for login is 668326. Do not share this with anyone.,safe
Rs 500 sent to Amit via UPI. Transaction ID 814585584,safe
Rs 2500 sent to Suresh via UPI. Transaction ID 751282333,safe
Rs 500 sent to Sneha via UPI. Transaction ID 579776538,safe
Rs 999 sent to Priya via UPI. Transaction ID 955645476,safe
Your internet bill of Rs 1500 has been auto-debited successfully,safe
"Dear user, someone tried to login to your Axis Bank account. Click to secure your account immediately https://tinyurl.com/claim-now",scam
Your credit card limit has been increased to Rs 10000. Click to activate now https://cashback-claim.tk,scam
Job offer! Earn Rs 1500 daily working from home. Register now and pay registration fee https://secure-bank-verify.com,scam
Rs 2000 sent to abhijeet via UPI. Transaction ID 187990100,safe
Congratulations you are selected for lucky winner prize of Rs 2500. Claim now https://tinyurl.com/claim-now,scam
Your HDFC KYC is incomplete. Complete now or wallet will be frozen https://refund-claim.tk,scam
Hurry! Only 2 hours left to claim your Rs 10000 cashback reward https://tinyurl.com/claim-now,scam
"Work from home and earn Rs 2500 per week guaranteed, limited seats, register now https://cashback-claim.tk",scam
Your credit card limit has been increased to Rs 50000. Click to activate now https://verify-account.xyz,scam
Rs 1500 sent to Rahul via UPI. Transaction ID 297471450,safe
Your OTP for login is 239147. Do not share this with anyone.,safe
Your food delivery partner Anjali has picked up your order,safe
Job offer! Earn Rs 25000 daily working from home. Register now and pay registration fee https://cashback-claim.tk,scam
Free 1 year subscription waiting for you. Click here to activate https://secure-bank-verify.com,scam
Dear customer your HDFC KYC will expire today. Update immediately or account will be blocked https://cashback-claim.tk,scam
Your electricity bill of Rs 25000 is pending. Pay now to avoid disconnection https://tinyurl.com/claim-now,scam
Your PhonePe net banking has been locked due to suspicious activity. Unlock here https://kyc-update-now.info,scam
Your OTP for login is 575650. Do not share this with anyone.,safe
Rs 1500 sent to Neha via UPI. Transaction ID 313265406,safe
Your flight PNR 12D5ED is confirmed for tomorrow 6am departure,safe
HDFC alert: Unusual activity detected on your account. Confirm your identity by entering OTP on this link https://instant-loan-approve.com,scam
"Work from home and earn Rs 1500 per week guaranteed, limited seats, register now https://account-block-alert.xyz",scam
Happy birthday Vikram! Wishing you a wonderful year ahead,safe
"Neha, your PNB account balance is Rs 2000 as of today",safe
Rs 100000 credited to your account from salary. Available balance Rs 5000,safe
Your OTP for login is 724826. Do not share this with anyone.,safe
Google Pay security team: verify your account within 30 minutes to avoid permanent block https://cashback-claim.tk,scam
Rs 5000 has been debited from your account for Swiggy order. Available balance Rs 15000,safe
Rs 1500 has been debited from your account for Swiggy order. Available balance Rs 50000,safe
You have received Rs 15000 refund from SBI. Click link to collect https://instant-loan-approve.com,scam
Your food delivery partner Rahul has picked up your order,safe
Free 1 year subscription waiting for you. Click here to activate https://account-block-alert.xyz,scam
Job offer! Earn Rs 999 daily working from home. Register now and pay registration fee https://verify-account.xyz,scam
Your credit card limit has been increased to Rs 10000. Click to activate now https://bit.ly/kyc-update,scam
Rs 50000 has been debited from your account for Swiggy order. Available balance Rs 500,safe
Get Rs 2500 cashback instantly. Just click and enter your UPI PIN to receive https://tinyurl.com/claim-now,scam
Your SIM card will be deactivated today due to KYC mismatch. Update now https://verify-account.xyz,scam
Your OTP for login is 924843. Do not share this with anyone.,safe
Alert: Your PNB debit card will expire today. Update details on this link https://instant-loan-approve.com,scam
URGENT: Your HDFC account has been suspended. Verify your UPI PIN now to reactivate https://kyc-update-now.info,scam
Your rent payment of Rs 10000 has been received by your landlord,safe
Your electricity bill of Rs 1500 has been paid successfully,safe
Free recharge of Rs 1500 waiting for you. Click to claim before offer expires https://prize-winner-claim.info,scam
Alert: Your SBI debit card will expire today. Update details on this link https://refund-claim.tk,scam
Your OTP for login is 154903. Do not share this with anyone.,safe
Your flight PNR 2F1C1B is confirmed for tomorrow 6am departure,safe
Your credit card limit has been increased to Rs 50000. Click to activate now https://instant-loan-approve.com,scam
Happy birthday Suresh! Wishing you a wonderful year ahead,safe
Dear customer your Kotak KYC will expire today. Update immediately or account will be blocked https://refund-claim.tk,scam
Your recharge of Rs 2000 was successful. Validity till next month,safe
"Work from home and earn Rs 500 per week guaranteed, limited seats, register now https://cashback-claim.tk",scam
Your OTP for login is 500755. Do not share this with anyone.,safe
Get Rs 2500 cashback instantly. Just click and enter your UPI PIN to receive https://cashback-claim.tk,scam
Rs 500 credited to your account from salary. Available balance Rs 2000,safe
Job offer! Earn Rs 1500 daily working from home. Register now and pay registration fee https://prize-winner-claim.info,scam
Dear customer your HDFC KYC will expire today. Update immediately or account will be blocked https://instant-loan-approve.com,scam
Your Google Pay net banking has been locked due to suspicious activity. Unlock here https://kyc-update-now.info,scam
Rs 1500 sent to Priya via UPI. Transaction ID 569909112,safe
Income tax refund of Rs 25000 approved. Click to claim before deadline https://tinyurl.com/claim-now,scam
"Dear user, someone tried to login to your SBI account. Click to secure your account immediately https://account-block-alert.xyz",scam
"Work from home and earn Rs 25000 per week guaranteed, limited seats, register now https://refund-claim.tk",scam
Alert: Your ICICI debit card will expire today. Update details on this link https://account-block-alert.xyz,scam
Last warning: Your Aadhaar linked ICICI account will be deactivated today. Verify now https://kyc-update-now.info,scam
Job offer! Earn Rs 50000 daily working from home. Register now and pay registration fee https://kyc-update-now.info,scam
"Neha, your Paytm account balance is Rs 100000 as of today",safe
Your Netflix subscription has been renewed for Rs 5000,safe
Your college fee payment of Rs 100000 has been received successfully,safe
Rs 1500 sent to Amit via UPI. Transaction ID 632552285,safe
PNB security team: verify your account within 30 minutes to avoid permanent block https://refund-claim.tk,scam
Arpit has sent you a payment request of Rs 1500 on HDFC. Approve now https://secure-bank-verify.com,scam
Your electricity bill of Rs 100000 is pending. Pay now to avoid disconnection https://tinyurl.com/claim-now,scam
Your flight PNR H2C53G is confirmed for tomorrow 6am departure,safe
"Work from home and earn Rs 5000 per week guaranteed, limited seats, register now https://cashback-claim.tk",scam
Rs 9999 credited to your account from salary. Available balance Rs 50000,safe
Doctor appointment confirmed for tomorrow at 11am,safe
Your Axis Bank KYC is incomplete. Complete now or wallet will be frozen https://cashback-claim.tk,scam
URGENT: Your ICICI account has been suspended. Verify your UPI PIN now to reactivate https://prize-winner-claim.info,scam
abhijeet has sent you a payment request of Rs 50000 on Google Pay. Approve now https://cashback-claim.tk,scam
"Work from home and earn Rs 100000 per week guaranteed, limited seats, register now https://secure-bank-verify.com",scam
Alert: Your PhonePe debit card will expire today. Update details on this link https://bit.ly/kyc-update,scam
Your flight PNR 2DE4E5 is confirmed for tomorrow 6am departure,safe
Your internet bill of Rs 15000 has been auto-debited successfully,safe
Your flight PNR 344AG2 is confirmed for tomorrow 6am departure,safe
Your Axis Bank net banking has been locked due to suspicious activity. Unlock here https://account-block-alert.xyz,scam
Your electricity bill of Rs 15000 is pending. Pay now to avoid disconnection https://verify-account.xyz,scam
Rs 9999 sent to Arush via UPI. Transaction ID 893882317,safe
Paytm alert: Unusual activity detected on your account. Confirm your identity by entering OTP on this link https://bit.ly/kyc-update,scam
You have an unclaimed parcel. Pay Rs 9999 customs fee to release it https://tinyurl.com/claim-now,scam
"Arush, your PNB account balance is Rs 9999 as of today",safe
Free recharge of Rs 50000 waiting for you. Click to claim before offer expires https://bit.ly/kyc-update,scam
Your Google Pay net banking has been locked due to suspicious activity. Unlock here https://cashback-claim.tk,scam
Rs 50000 sent to Suresh via UPI. Transaction ID 356210171,safe
Free recharge of Rs 500 waiting for you. Click to claim before offer expires https://bit.ly/kyc-update,scam
Free 1 year subscription waiting for you. Click here to activate https://refund-claim.tk,scam
Your flight PNR 5152D1 is confirmed for tomorrow 6am departure,safe
Google Pay security team: verify your account within 30 minutes to avoid permanent block https://account-block-alert.xyz,scam
Alert: Your Kotak debit card will expire today. Update details on this link https://kyc-update-now.info,scam
You have an unclaimed parcel. Pay Rs 5000 customs fee to release it https://bit.ly/kyc-update,scam
Rs 5000 sent to Rahul via UPI. Transaction ID 147142443,safe
Congratulations you are selected for lucky winner prize of Rs 25000. Claim now https://kyc-update-now.info,scam
Your electricity bill of Rs 50000 is pending. Pay now to avoid disconnection https://secure-bank-verify.com,scam
Rs 5000 sent to Priya via UPI. Transaction ID 256244254,safe
Rs 15000 has been debited from your account for Swiggy order. Available balance Rs 500,safe
Rs 100000 sent to Neha via UPI. Transaction ID 951847913,safe
Congratulations! You have won Rs 2000 in SBI lucky draw. Click here to claim https://prize-winner-claim.info,scam
Happy birthday Sneha! Wishing you a wonderful year ahead,safe
"Arush, your BOB account balance is Rs 9999 as of today",safe
Your electricity bill of Rs 100000 is pending. Pay now to avoid disconnection https://account-block-alert.xyz,scam
Hurry! Only 2 hours left to claim your Rs 2000 cashback reward https://bit.ly/kyc-update,scam
Get Rs 1500 cashback instantly. Just click and enter your UPI PIN to receive https://refund-claim.tk,scam
"Sneha, your Axis Bank account balance is Rs 999 as of today",safe
Rs 50000 sent to Rohan via UPI. Transaction ID 688421294,safe
Your flight PNR 4ECCAC is confirmed for tomorrow 6am departure,safe
"Priya, your SBI account balance is Rs 15000 as of today",safe
"Dear user, someone tried to login to your Kotak account. Click to secure your account immediately https://account-block-alert.xyz",scam
You have an unclaimed parcel. Pay Rs 10000 customs fee to release it https://kyc-update-now.info,scam
Your gym membership has been renewed for another month,safe
Rs 999 sent to Sneha via UPI. Transaction ID 333810072,safe
Rs 1500 has been debited from your account for Swiggy order. Available balance Rs 5000,safe
Congratulations you are selected for lucky winner prize of Rs 2500. Claim now https://refund-claim.tk,scam
You have received Rs 5000 refund from Axis Bank. Click link to collect https://tinyurl.com/claim-now,scam
Dear customer your SBI KYC will expire today. Update immediately or account will be blocked https://tinyurl.com/claim-now,scam
URGENT: Your PhonePe account has been suspended. Verify your UPI PIN now to reactivate https://cashback-claim.tk,scam
Rs 25000 credited to your account from salary. Available balance Rs 25000,safe
Your flight PNR E52522 is confirmed for tomorrow 6am departure,safe
URGENT: Your BOB account has been suspended. Verify your UPI PIN now to reactivate https://cashback-claim.tk,scam
Loan approved instantly! No documents required. Click here to get Rs 15000 in your account https://account-block-alert.xyz,scam
Your flight PNR A1EED4 is confirmed for tomorrow 6am departure,safe
Congratulations on completing your course! Certificate will be issued soon,safe
Hurry! Only 2 hours left to claim your Rs 25000 cashback reward https://tinyurl.com/claim-now,scam
Your electricity bill of Rs 999 is pending. Pay now to avoid disconnection https://instant-loan-approve.com,scam
Your OTP for login is 662292. Do not share this with anyone.,safe
Rs 2000 has been debited from your account for Swiggy order. Available balance Rs 25000,safe
Your flight PNR 25HE1B is confirmed for tomorrow 6am departure,safe
Your flight PNR 4DG11H is confirmed for tomorrow 6am departure,safe
Your OTP for login is 320449. Do not share this with anyone.,safe
Rs 100000 sent to Sneha via UPI. Transaction ID 683127510,safe
Your SBI statement for last month is now available in the app,safe
Your mobile number won a lottery of Rs 10000. Send your bank details to claim now,scam
Rs 2000 has been debited from your account for Swiggy order. Available balance Rs 15000,safe
Your electricity connection will be cut tonight. Pay pending bill immediately https://secure-bank-verify.com,scam
Your recharge of Rs 999 was successful. Validity till next month,safe
You have an unclaimed parcel. Pay Rs 15000 customs fee to release it https://prize-winner-claim.info,scam
Your SIM card will be deactivated today due to KYC mismatch. Update now https://instant-loan-approve.com,scam
Your electricity bill of Rs 999 has been paid successfully,safe
Hurry! Only 2 hours left to claim your Rs 9999 cashback reward https://refund-claim.tk,scam
Your food delivery partner Sneha has picked up your order,safe
Rs 2500 has been debited from your account for Swiggy order. Available balance Rs 15000,safe
Rs 15000 credited to your account from salary. Available balance Rs 2500,safe
"Arush, your ICICI account balance is Rs 50000 as of today",safe
You are eligible for a government subsidy of Rs 500. Claim before it expires https://refund-claim.tk,scam
Income tax refund of Rs 50000 approved. Click to claim before deadline https://tinyurl.com/claim-now,scam
Rs 15000 credited to your account from salary. Available balance Rs 2000,safe
"Arpit, your HDFC account balance is Rs 10000 as of today",safe
Congratulations you are selected for lucky winner prize of Rs 10000. Claim now https://account-block-alert.xyz,scam
You are eligible for a government subsidy of Rs 15000. Claim before it expires https://bit.ly/kyc-update,scam
Rs 2000 sent to Arpit via UPI. Transaction ID 654379588,safe
Get Rs 500 cashback instantly. Just click and enter your UPI PIN to receive https://refund-claim.tk,scam
Rs 10000 sent to Suresh via UPI. Transaction ID 844638825,safe
Last warning: Your Aadhaar linked Google Pay account will be deactivated today. Verify now https://instant-loan-approve.com,scam
Your electricity bill of Rs 50000 is pending. Pay now to avoid disconnection https://account-block-alert.xyz,scam
"Dear user, someone tried to login to your BOB account. Click to secure your account immediately https://secure-bank-verify.com",scam
Your ICICI statement for last month is now available in the app,safe
Hurry! Only 2 hours left to claim your Rs 1500 cashback reward https://bit.ly/kyc-update,scam
Your electricity bill of Rs 50000 is pending. Pay now to avoid disconnection https://instant-loan-approve.com,scam
Rs 2000 has been debited from your account for Swiggy order. Available balance Rs 500,safe
Your OTP for login is 374725. Do not share this with anyone.,safe
Your recharge of Rs 100000 was successful. Validity till next month,safe
Your Amazon order has been shipped and will arrive by tomorrow evening,safe
Get Rs 999 cashback instantly. Just click and enter your UPI PIN to receive https://cashback-claim.tk,scam
"Kavita, your Kotak account balance is Rs 50000 as of today",safe
Rs 5000 credited to your account from salary. Available balance Rs 15000,safe
Your food delivery partner Arush has picked up your order,safe
Your flight PNR EC1145 is confirmed for tomorrow 6am departure,safe
Your flight PNR DCAABF is confirmed for tomorrow 6am departure,safe
Rs 15000 credited to your account from salary. Available balance Rs 9999,safe
Rs 2500 sent to Arush via UPI. Transaction ID 941214062,safe
Congratulations! You have won Rs 1500 in PNB lucky draw. Click here to claim https://instant-loan-approve.com,scam
Happy birthday Kavita! Wishing you a wonderful year ahead,safe
Congratulations! You have won Rs 500 in ICICI lucky draw. Click here to claim https://tinyurl.com/claim-now,scam
"Amit, your PhonePe account balance is Rs 2000 as of today",safe
Rs 999 has been debited from your account for Swiggy order. Available balance Rs 10000,safe
Rs 2000 credited to your account from salary. Available balance Rs 50000,safe
Get Rs 999 cashback instantly. Just click and enter your UPI PIN to receive https://kyc-update-now.info,scam
PhonePe security team: verify your account within 30 minutes to avoid permanent block https://kyc-update-now.info,scam
Your flight PNR ED3BHG is confirmed for tomorrow 6am departure,safe
Free recharge of Rs 1500 waiting for you. Click to claim before offer expires https://tinyurl.com/claim-now,scam
Your electricity bill of Rs 500 is pending. Pay now to avoid disconnection https://tinyurl.com/claim-now,scam
Your UPI ID has been used for a transaction of Rs 50000. If not done by you click here to block https://verify-account.xyz,scam
Rs 1500 credited to your account from salary. Available balance Rs 999,safe
Your recharge of Rs 500 was successful. Validity till next month,safe
Your OTP for login is 213253. Do not share this with anyone.,safe
"Rohan, your SBI account balance is Rs 9999 as of today",safe
Your Axis Bank KYC is incomplete. Complete now or wallet will be frozen https://secure-bank-verify.com,scam
Your Paytm KYC is incomplete. Complete now or wallet will be frozen https://tinyurl.com/claim-now,scam
Your UPI ID has been used for a transaction of Rs 5000. If not done by you click here to block https://prize-winner-claim.info,scam
You have received Rs 500 refund from ICICI. Click link to collect https://account-block-alert.xyz,scam
Your OTP for login is 745161. Do not share this with anyone.,safe
You have an unclaimed parcel. Pay Rs 50000 customs fee to release it https://tinyurl.com/claim-now,scam
Rs 100000 has been debited from your account for Swiggy order. Available balance Rs 25000,safe
Your electricity bill of Rs 9999 has been paid successfully,safe
Your OTP for login is 373740. Do not share this with anyone.,safe
Loan approved instantly! No documents required. Click here to get Rs 100000 in your account https://instant-loan-approve.com,scam
Rs 15000 sent to Arush via UPI. Transaction ID 241574585,safe
Alert: Your PhonePe debit card will expire today. Update details on this link https://account-block-alert.xyz,scam
You are eligible for a government subsidy of Rs 15000. Claim before it expires https://instant-loan-approve.com,scam
Rs 25000 credited to your account from salary. Available balance Rs 50000,safe
Loan approved instantly! No documents required. Click here to get Rs 500 in your account https://tinyurl.com/claim-now,scam
abhijeet has sent you a payment request of Rs 5000 on Axis Bank. Approve now https://kyc-update-now.info,scam
Happy birthday Anjali! Wishing you a wonderful year ahead,safe
Your flight PNR D54BC5 is confirmed for tomorrow 6am departure,safe
Your Axis Bank statement for last month is now available in the app,safe
Your college fee payment of Rs 500 has been received successfully,safe
Happy birthday Arush! Wishing you a wonderful year ahead,safe
"Dear user, someone tried to login to your HDFC account. Click to secure your account immediately https://refund-claim.tk",scam
Your electricity meter reading has been recorded for this month,safe
BOB security team: verify your account within 30 minutes to avoid permanent block https://refund-claim.tk,scam
Your UPI ID has been used for a transaction of Rs 100000. If not done by you click here to block https://instant-loan-approve.com,scam
Congratulations you are selected for lucky winner prize of Rs 50000. Claim now https://secure-bank-verify.com,scam
Your OTP for login is 185000. Do not share this with anyone.,safe
Rs 15000 credited to your account from salary. Available balance Rs 25000,safe
Your OTP for login is 435933. Do not share this with anyone.,safe
Your BOB statement for last month is now available in the app,safe
Your college fee payment of Rs 15000 has been received successfully,safe
Anjali has sent you a payment request of Rs 50000 on BOB. Approve now https://verify-account.xyz,scam
Income tax refund of Rs 100000 approved. Click to claim before deadline https://bit.ly/kyc-update,scam
Loan approved instantly! No documents required. Click here to get Rs 2500 in your account https://account-block-alert.xyz,scam
"Vikram, your SBI account balance is Rs 2000 as of today",safe
Happy birthday Rahul! Wishing you a wonderful year ahead,safe
"abhijeet, your Kotak account balance is Rs 15000 as of today",safe
Rs 100000 has been debited from your account for Swiggy order. Available balance Rs 500,safe
Last warning: Your Aadhaar linked Paytm account will be deactivated today. Verify now https://bit.ly/kyc-update,scam
Last warning: Your Aadhaar linked Google Pay account will be deactivated today. Verify now https://verify-account.xyz,scam
Dear customer your PhonePe KYC will expire today. Update immediately or account will be blocked https://refund-claim.tk,scam
Free recharge of Rs 500 waiting for you. Click to claim before offer expires https://cashback-claim.tk,scam
You have received Rs 100000 refund from Paytm. Click link to collect https://tinyurl.com/claim-now,scam
"Vikram, your Paytm account balance is Rs 15000 as of today",safe
"Kavita, your SBI account balance is Rs 50000 as of today",safe
Income tax refund of Rs 9999 approved. Click to claim before deadline https://bit.ly/kyc-update,scam
Happy birthday abhijeet! Wishing you a wonderful year ahead,safe
Rahul has sent you a payment request of Rs 1500 on ICICI. Approve now https://bit.ly/kyc-update,scam
"Rahul, your PhonePe account balance is Rs 9999 as of today",safe
You have an unclaimed parcel. Pay Rs 999 customs fee to release it https://verify-account.xyz,scam
"Work from home and earn Rs 2500 per week guaranteed, limited seats, register now https://kyc-update-now.info",scam
Your electricity bill of Rs 999 is pending. Pay now to avoid disconnection https://kyc-update-now.info,scam
Loan approved instantly! No documents required. Click here to get Rs 5000 in your account https://tinyurl.com/claim-now,scam
"Dear user, someone tried to login to your BOB account. Click to secure your account immediately https://kyc-update-now.info",scam
You have an unclaimed parcel. Pay Rs 10000 customs fee to release it https://verify-account.xyz,scam
Your BOB KYC is incomplete. Complete now or wallet will be frozen https://prize-winner-claim.info,scam
Your electricity bill of Rs 9999 is pending. Pay now to avoid disconnection https://account-block-alert.xyz,scam
"Work from home and earn Rs 999 per week guaranteed, limited seats, register now https://cashback-claim.tk",scam
Rs 10000 has been debited from your account for Swiggy order. Available balance Rs 2500,safe
Rs 50000 credited to your account from salary. Available balance Rs 2000,safe
"Rohan, your Paytm account balance is Rs 500 as of today",safe
Rs 500 has been debited from your account for Swiggy order. Available balance Rs 50000,safe
Rs 25000 has been debited from your account for Swiggy order. Available balance Rs 500,safe
URGENT: Your PNB account has been suspended. Verify your UPI PIN now to reactivate https://verify-account.xyz,scam
Rs 15000 credited to your account from salary. Available balance Rs 100000,safe
Free recharge of Rs 9999 waiting for you. Click to claim before offer expires https://cashback-claim.tk,scam
Your food delivery partner Rohan has picked up your order,safe
Your OTP for login is 107176. Do not share this with anyone.,safe
"Amit, your SBI account balance is Rs 999 as of today",safe
Rs 999 sent to Rahul via UPI. Transaction ID 820197176,safe
Alert: Your PhonePe debit card will expire today. Update details on this link https://cashback-claim.tk,scam
Your flight PNR 2BH5H5 is confirmed for tomorrow 6am departure,safe
Your OTP for login is 705676. Do not share this with anyone.,safe
Your Netflix subscription has been renewed for Rs 10000,safe
Rs 10000 credited to your account from salary. Available balance Rs 25000,safe
Rs 999 credited to your account from salary. Available balance Rs 2500,safe
Rs 500 credited to your account from salary. Available balance Rs 10000,safe
Your flight PNR 5GCEB1 is confirmed for tomorrow 6am departure,safe
Your college fee payment of Rs 25000 has been received successfully,safe
Your PhonePe net banking has been locked due to suspicious activity. Unlock here https://secure-bank-verify.com,scam
Rs 1500 sent to Sneha via UPI. Transaction ID 918041802,safe
